,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Family,OnlineServices,StreamingServices,Churn
3608,1,0,3,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,3,0,0,0,Yes
3609,0,0,4,1,Yes,Fiber optic,Yes,No,One year,1,Electronic check,4,4,0,1,1,No
3610,0,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),4,2,0,0,1,Yes
3611,1,0,3,1,No,Fiber optic,No,Yes,Two year,1,Credit card (automatic),4,4,0,1,1,No
3612,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,0,0,No
3613,1,1,3,0,No phone service,DSL,Yes,No,One year,1,Bank transfer (automatic),2,3,0,0,1,No
3614,1,0,4,0,No phone service,DSL,Yes,Yes,Two year,0,Bank transfer (automatic),2,4,1,1,1,No
3615,1,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,0,Electronic check,4,3,1,1,1,Yes
3616,0,1,4,1,No,Fiber optic,No,No,One year,0,Credit card (automatic),3,4,1,1,1,No
3617,0,1,2,0,No phone service,DSL,Yes,No,Month-to-month,1,Electronic check,2,2,1,0,1,Yes
3618,1,0,3,1,Yes,DSL,No,No,Month-to-month,0,Electronic check,2,3,1,1,0,No
3619,0,0,4,1,No,DSL,Yes,Yes,Two year,0,Bank transfer (automatic),3,4,1,1,1,No
3620,1,1,3,0,No phone service,DSL,Yes,Yes,Month-to-month,1,Electronic check,2,3,1,1,1,No
3621,0,0,1,0,No phone service,DSL,No,No,Month-to-month,1,Mailed check,1,1,1,0,0,Yes
3622,0,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Credit card (automatic),4,4,1,1,1,No
3623,1,1,3,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,3,1,0,0,No
3624,0,1,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),4,4,1,1,1,No
3625,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,1,1,1,No
3626,1,0,2,1,No,DSL,No,Yes,Month-to-month,1,Bank transfer (automatic),2,2,1,1,0,No
3627,0,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
3628,1,0,1,1,No,DSL,Yes,Yes,Month-to-month,1,Mailed check,2,2,0,1,1,No
3629,1,0,2,1,Yes,No,No internet service,No internet service,Two year,1,Mailed check,1,2,1,1,1,No
3630,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),1,1,0,1,1,Yes
3631,0,1,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,1,1,0,Yes
3632,0,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Mailed check,3,3,1,0,0,No
3633,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,No
3634,1,1,4,1,Yes,Fiber optic,Yes,Yes,Two year,0,Bank transfer (automatic),4,4,0,1,1,No
3635,0,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Electronic check,1,3,1,1,1,No
3636,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Credit card (automatic),1,1,1,1,1,No
3637,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,Yes
3638,0,1,1,1,No,DSL,No,No,Month-to-month,0,Credit card (automatic),2,1,1,1,0,Yes
3639,0,1,4,1,Yes,Fiber optic,Yes,No,One year,1,Credit card (automatic),4,4,1,0,1,No
3640,1,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,1,1,1,Yes
3641,0,0,3,1,No,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,3,0,0,1,No
3642,0,1,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,0,1,1,No
3643,0,0,3,1,No,No,No internet service,No internet service,One year,0,Credit card (automatic),1,2,1,1,1,No
3644,1,0,3,1,Yes,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
3645,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
3646,1,0,3,1,No,Fiber optic,Yes,Yes,One year,0,Electronic check,3,3,0,0,0,No
3647,1,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,2,0,0,0,No
3648,0,0,3,1,Yes,Fiber optic,Yes,No,One year,1,Electronic check,4,4,1,0,1,No
3649,1,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,3,1,1,1,No
3650,1,1,4,1,Yes,No,No internet service,No internet service,Two year,1,Mailed check,1,3,0,1,1,No
3651,0,1,4,1,No,No,No internet service,No internet service,Two year,1,Credit card (automatic),1,3,1,1,1,No
3652,0,1,1,0,No phone service,DSL,No,No,Month-to-month,0,Electronic check,1,1,0,0,0,Yes
3653,1,0,3,0,No phone service,DSL,No,Yes,Two year,1,Bank transfer (automatic),2,3,1,1,1,No
3654,0,0,2,1,No,Fiber optic,Yes,No,Month-to-month,0,Credit card (automatic),4,3,1,1,1,No
3655,0,0,3,1,No,No,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),1,2,1,1,1,No
3656,1,1,3,1,No,DSL,No,No,Two year,0,Mailed check,2,3,1,1,0,No
3657,0,0,3,1,Yes,No,No internet service,No internet service,Two year,1,Bank transfer (automatic),1,2,1,1,1,No
3658,0,0,2,1,No,DSL,Yes,Yes,Month-to-month,0,Electronic check,2,2,0,0,0,No
3659,1,0,4,1,Yes,Fiber optic,Yes,No,One year,0,Credit card (automatic),4,4,1,1,1,No
3660,1,0,1,0,No phone service,DSL,Yes,Yes,One year,1,Credit card (automatic),1,1,0,0,0,No
3661,0,0,3,1,No,Fiber optic,No,No,One year,0,Credit card (automatic),3,4,0,0,1,No
3662,0,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,2,0,0,0,Yes
3663,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,3,2,0,0,1,No
3664,1,0,1,1,No,DSL,No,Yes,Month-to-month,1,Mailed check,2,1,0,0,0,No
3665,1,0,4,1,Yes,Fiber optic,Yes,No,Two year,1,Electronic check,4,4,1,1,1,No
3666,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,4,1,0,1,Yes
3667,0,1,2,1,No,Fiber optic,Yes,No,Two year,1,Electronic check,4,3,1,0,1,No
3668,1,0,2,1,No,DSL,No,No,One year,1,Bank transfer (automatic),2,2,1,1,1,No
3669,1,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,0,1,1,No
3670,0,0,3,1,Yes,No,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),1,2,1,1,1,No
3671,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
3672,0,0,3,1,Yes,DSL,No,No,One year,1,Credit card (automatic),2,3,1,0,1,Yes
3673,1,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,4,0,1,1,Yes
3674,0,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,0,0,Yes
3675,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
3676,1,0,3,1,No,DSL,No,Yes,One year,0,Electronic check,3,3,0,1,1,No
3677,0,0,1,0,No phone service,DSL,No,Yes,Month-to-month,0,Mailed check,1,1,0,0,0,No
3678,1,0,2,1,Yes,DSL,No,Yes,Month-to-month,0,Electronic check,3,3,1,1,1,No
3679,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,1,0,1,1,Yes
3680,1,0,1,0,No phone service,DSL,No,Yes,Month-to-month,0,Mailed check,2,1,1,0,1,Yes
3681,1,1,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,1,0,1,Yes
3682,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,Yes
3683,1,0,4,1,No,DSL,No,Yes,Two year,0,Bank transfer (automatic),2,3,1,1,0,No
3684,1,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,3,0,0,0,No
3685,1,0,3,0,No phone service,DSL,No,Yes,One year,1,Bank transfer (automatic),2,3,1,1,1,No
3686,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Mailed check,3,2,0,0,0,Yes
3687,1,0,2,1,No,Fiber optic,No,Yes,One year,0,Bank transfer (automatic),4,3,1,1,1,Yes
3688,0,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,0,Bank transfer (automatic),4,4,0,0,1,No
3689,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
3690,0,0,2,0,No phone service,DSL,Yes,No,Month-to-month,1,Credit card (automatic),2,2,0,1,1,Yes
3691,0,0,3,1,Yes,DSL,No,No,One year,0,Bank transfer (automatic),2,3,1,1,1,No
3692,0,0,1,1,Yes,DSL,Yes,No,Month-to-month,1,Bank transfer (automatic),2,1,1,1,1,No
3693,0,0,3,1,Yes,DSL,No,No,One year,0,Bank transfer (automatic),2,3,0,1,1,No
3694,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,Yes
3695,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,1,1,1,No
3696,0,0,1,1,No,DSL,No,Yes,Month-to-month,1,Electronic check,2,1,1,0,0,Yes
3697,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,3,1,1,1,No
3698,0,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,3,4,0,1,0,No
3699,0,0,3,1,No,DSL,Yes,Yes,One year,0,Bank transfer (automatic),2,3,1,1,1,No
3700,1,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Electronic check,1,1,1,1,1,Yes
3701,0,0,2,1,Yes,No,No internet service,No internet service,Two year,0,Electronic check,1,2,1,1,1,No
3702,0,1,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,1,0,Yes
3703,1,0,1,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,1,1,1,No
3704,0,0,4,1,Yes,DSL,Yes,No,One year,1,Credit card (automatic),3,4,1,1,1,No
3705,0,0,4,1,Yes,DSL,No,Yes,Two year,0,Credit card (automatic),2,4,1,1,0,No
3706,1,0,2,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Mailed check,3,3,0,0,0,No
3707,1,0,4,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
3708,1,0,2,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,0,1,1,No
3709,1,0,1,1,Yes,DSL,No,No,Month-to-month,0,Mailed check,2,1,0,0,0,No
3710,1,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,1,1,1,No
3711,0,0,3,1,Yes,DSL,No,Yes,One year,1,Bank transfer (automatic),3,4,1,1,1,No
3712,1,0,3,1,No,DSL,No,Yes,One year,0,Electronic check,2,3,0,1,1,No
3713,1,1,3,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,1,Yes
3714,1,0,4,1,No,DSL,Yes,No,Two year,1,Bank transfer (automatic),2,4,1,1,0,No
3715,1,1,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,No
3716,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,2,1,1,1,Yes
3717,1,0,2,1,No,DSL,Yes,No,Month-to-month,0,Bank transfer (automatic),2,2,0,0,0,No
3718,0,0,4,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,4,1,1,1,No
3719,1,0,2,1,No,No,No internet service,No internet service,One year,0,Credit card (automatic),1,2,0,1,1,No
3720,0,0,3,1,No,DSL,Yes,No,Month-to-month,0,Credit card (automatic),2,3,0,1,0,No
3721,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,Yes
3722,1,0,2,0,No phone service,DSL,No,Yes,One year,0,Bank transfer (automatic),2,2,1,1,0,No
3723,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
3724,1,0,4,1,Yes,No,No internet service,No internet service,One year,0,Bank transfer (automatic),1,3,1,1,1,No
3725,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,3,1,0,0,0,Yes
3726,1,0,2,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Credit card (automatic),3,3,0,0,1,Yes
3727,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,1,0,0,1,Yes
3728,1,0,4,1,Yes,DSL,Yes,Yes,One year,1,Bank transfer (automatic),3,4,0,1,1,No
3729,1,0,4,1,No,No,No internet service,No internet service,Two year,1,Credit card (automatic),1,2,0,1,1,No
3730,0,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),4,4,1,1,1,Yes
3731,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,No
3732,0,0,2,1,Yes,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,3,1,1,1,No
3733,0,0,2,0,No phone service,DSL,No,Yes,Two year,0,Bank transfer (automatic),1,2,1,1,0,No
3734,0,1,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Bank transfer (automatic),4,4,0,1,1,No
3735,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,0,1,No
3736,0,0,1,1,No,No,No internet service,No internet service,One year,1,Bank transfer (automatic),1,1,0,1,1,No
3737,0,0,1,1,Yes,DSL,No,No,Month-to-month,1,Mailed check,2,1,0,0,0,Yes
3738,1,0,3,0,No phone service,DSL,Yes,No,Month-to-month,0,Electronic check,2,3,0,0,1,No
3739,1,0,2,1,Yes,No,No internet service,No internet service,One year,0,Electronic check,1,2,0,1,1,No
3740,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,0,0,No
3741,1,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,No
3742,0,0,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,4,4,0,1,1,No
3743,1,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,1,1,0,Yes
3744,1,0,2,1,No,Fiber optic,No,No,One year,0,Bank transfer (automatic),3,3,0,1,0,No
3745,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,4,2,0,1,1,Yes
3746,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,1,0,0,Yes
3747,0,0,1,1,Yes,DSL,No,Yes,Month-to-month,1,Mailed check,2,1,1,1,0,No
3748,1,0,3,1,No,DSL,Yes,Yes,Two year,0,Credit card (automatic),3,3,0,1,1,No
3749,1,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,1,0,0,1,Yes
3750,0,1,2,1,No,DSL,Yes,Yes,One year,1,Electronic check,3,2,1,1,1,No
3751,1,0,4,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Bank transfer (automatic),4,4,1,1,1,No
3752,1,0,3,1,No,DSL,Yes,Yes,Two year,1,Electronic check,2,3,0,1,0,No
3753,1,0,1,0,No phone service,DSL,No,Yes,Month-to-month,0,Mailed check,1,1,0,0,0,No
3754,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
3755,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
3756,1,0,1,0,No phone service,DSL,No,No,Month-to-month,1,Mailed check,1,1,0,0,0,Yes
3757,0,0,3,1,No,DSL,Yes,Yes,Two year,0,Credit card (automatic),2,3,0,0,1,No
3758,0,0,1,1,No,DSL,No,No,Month-to-month,0,Bank transfer (automatic),2,1,0,1,0,No
3759,1,0,1,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),3,2,0,0,1,Yes
3760,1,0,1,1,No,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),3,1,0,0,0,No
3761,0,0,4,1,Yes,DSL,Yes,No,Two year,1,Credit card (automatic),3,4,1,1,1,No
3762,1,0,2,1,Yes,DSL,No,No,Month-to-month,1,Electronic check,2,2,0,0,0,No
3763,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,0,1,Yes
3764,0,0,2,1,Yes,No,No internet service,No internet service,One year,0,Electronic check,1,1,0,1,1,No
3765,0,0,1,1,Yes,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
3766,0,1,1,1,No,DSL,Yes,No,Month-to-month,1,Electronic check,2,1,0,1,0,Yes
3767,1,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,No
3768,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,4,1,1,0,No
3769,0,0,3,1,Yes,No,No internet service,No internet service,Month-to-month,1,Electronic check,1,2,1,1,1,No
3770,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
3771,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,1,Yes
3772,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,4,1,1,1,1,Yes
3773,0,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Mailed check,1,1,0,0,0,Yes
3774,1,1,3,1,Yes,DSL,Yes,No,One year,1,Electronic check,3,4,1,1,1,No
3775,1,1,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,0,0,1,Yes
3776,1,0,3,1,No,DSL,No,No,One year,1,Mailed check,2,3,1,0,1,No
3777,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
3778,1,0,1,1,Yes,DSL,No,No,Month-to-month,0,Bank transfer (automatic),2,1,0,0,0,No
3779,1,1,4,1,Yes,DSL,Yes,Yes,Two year,0,Credit card (automatic),3,4,1,1,1,Yes
3780,1,0,3,1,No,DSL,Yes,Yes,Two year,1,Credit card (automatic),2,3,1,0,0,No
3781,1,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,0,1,1,No
3782,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,1,0,1,No
3783,0,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,1,1,1,No
3784,1,1,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,0,0,1,Yes
3785,1,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,3,2,1,0,1,Yes
3786,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,3,1,0,0,No
3787,0,0,4,1,No,Fiber optic,No,Yes,Month-to-month,1,Electronic check,4,4,0,0,1,No
3788,1,0,3,1,No,Fiber optic,Yes,Yes,Two year,0,Bank transfer (automatic),4,4,1,1,1,Yes
3789,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
3790,1,0,1,1,No,No,No internet service,No internet service,One year,0,Credit card (automatic),1,1,0,1,1,Yes
3791,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,2,0,0,0,No
3792,0,1,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,0,0,1,Yes
3793,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
3794,1,0,1,1,No,DSL,Yes,No,Month-to-month,1,Mailed check,2,2,1,1,0,No
3795,1,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,No
3796,0,0,2,1,Yes,DSL,No,No,Month-to-month,1,Electronic check,2,2,0,0,0,Yes
3797,1,0,3,1,Yes,DSL,Yes,No,One year,1,Electronic check,3,3,1,1,1,No
3798,1,0,3,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Electronic check,4,4,0,0,1,No
3799,0,0,3,1,Yes,DSL,Yes,Yes,Month-to-month,0,Credit card (automatic),2,3,0,1,0,Yes
3800,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,0,No
3801,0,1,2,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Electronic check,3,3,0,1,0,Yes
3802,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
3803,1,0,4,1,Yes,Fiber optic,No,Yes,Two year,1,Electronic check,4,4,1,1,1,Yes
3804,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,2,0,1,0,No
3805,1,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
3806,0,1,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,1,0,No
3807,1,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,1,1,1,Yes
3808,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
3809,1,0,3,1,No,No,No internet service,No internet service,One year,0,Credit card (automatic),1,2,0,1,1,No
3810,1,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,1,0,0,No
3811,1,0,1,1,No,DSL,No,Yes,Month-to-month,1,Mailed check,2,1,0,1,0,No
3812,1,0,2,1,No,No,No internet service,No internet service,One year,1,Bank transfer (automatic),1,1,0,1,1,No
3813,1,0,4,1,Yes,Fiber optic,Yes,No,Two year,1,Electronic check,4,4,1,1,1,No
3814,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Credit card (automatic),3,4,1,1,1,No
3815,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
3816,1,1,3,1,Yes,DSL,Yes,No,Two year,1,Bank transfer (automatic),3,4,1,1,1,No
3817,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,0,1,1,No
3818,0,0,4,1,Yes,Fiber optic,No,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,No
3819,1,0,3,0,No phone service,DSL,No,No,One year,1,Bank transfer (automatic),1,3,0,1,0,No
3820,1,1,4,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Credit card (automatic),4,4,1,1,1,No
3821,0,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
3822,0,0,1,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Mailed check,4,2,1,1,1,No
3823,1,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Bank transfer (automatic),3,4,1,1,1,No
3824,1,0,1,1,No,DSL,No,No,Month-to-month,1,Mailed check,2,1,0,0,1,No
3825,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
3827,0,0,1,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
3828,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
3829,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,4,1,1,1,Yes
3830,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,2,1,1,1,Yes
3831,1,1,2,1,Yes,Fiber optic,No,No,One year,1,Electronic check,3,3,1,1,1,Yes
3832,0,0,3,1,Yes,DSL,No,Yes,One year,1,Credit card (automatic),3,4,1,1,1,No
3833,1,0,2,1,Yes,DSL,Yes,No,Month-to-month,0,Bank transfer (automatic),3,2,0,0,1,No
3834,0,0,4,1,No,DSL,No,No,One year,1,Bank transfer (automatic),2,4,1,1,1,Yes
3835,0,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,1,1,1,No
3836,0,0,4,1,Yes,DSL,Yes,Yes,One year,0,Bank transfer (automatic),2,3,1,0,0,No
3837,0,0,1,1,No,Fiber optic,Yes,Yes,One year,1,Electronic check,4,2,0,1,1,Yes
3838,0,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),4,3,0,0,1,No
3839,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
3840,1,1,4,1,Yes,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,3,1,1,1,No
3841,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,1,1,1,Yes
3842,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,0,Credit card (automatic),4,3,1,0,1,No
3843,1,1,1,1,No,Fiber optic,No,No,Month-to-month,0,Mailed check,3,1,1,0,0,Yes
3844,0,0,3,1,Yes,DSL,Yes,Yes,One year,1,Credit card (automatic),3,3,0,1,1,Yes
3845,1,0,1,1,No,Fiber optic,Yes,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
3846,0,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,2,1,0,0,No
3847,1,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Credit card (automatic),1,1,0,1,1,No
3848,0,0,1,1,No,DSL,No,No,Month-to-month,0,Mailed check,2,1,0,1,0,No
3849,0,0,4,1,Yes,Fiber optic,Yes,No,Two year,1,Bank transfer (automatic),4,4,1,1,1,Yes
3850,1,0,3,1,No,DSL,Yes,Yes,Two year,1,Credit card (automatic),3,4,1,1,1,No
3851,0,0,3,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,1,1,1,No
3852,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),1,1,0,1,1,No
3853,1,0,3,1,Yes,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),3,3,0,0,0,No
3854,0,0,3,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Bank transfer (automatic),4,4,1,1,1,No
3855,1,0,3,1,No,DSL,No,Yes,Month-to-month,0,Credit card (automatic),2,3,1,1,1,No
3856,1,0,4,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,4,4,1,1,1,No
3857,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),1,1,0,1,1,No
3858,1,0,3,1,No,DSL,Yes,Yes,One year,1,Bank transfer (automatic),3,4,0,1,1,No
3859,0,0,3,1,Yes,Fiber optic,Yes,No,One year,1,Bank transfer (automatic),4,4,0,1,1,No
3860,1,0,2,0,No phone service,DSL,No,No,Month-to-month,1,Credit card (automatic),1,2,1,0,0,No
3861,0,0,2,1,No,Fiber optic,Yes,Yes,Two year,1,Electronic check,4,3,1,1,1,No
3862,1,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Mailed check,1,3,1,1,1,No
3863,1,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,1,1,1,No
3864,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,0,1,1,Yes
3865,0,0,1,1,Yes,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
3866,0,0,2,1,Yes,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
3867,0,0,2,1,No,DSL,Yes,No,Two year,1,Credit card (automatic),3,3,1,1,1,No
3868,0,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,3,1,1,0,Yes
